City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,jieshi,22.8134,115.8257,28.73,84,53,7.46,CN,1723219364
297,puerto ayacucho,5.6639,-67.6236,28.93,77,79,1.69,VE,1723219364
298,codrington,-38.2667,141.9667,8.45,96,100,3.29,AU,1723219364
299,port douglas,-16.4833,145.4667,19.78,85,13,3.47,AU,1723219364
300,al wafrah,28.6392,47.9306,38.55,13,42,2.07,KW,1723219364
301,happy valley-goose bay,53.3168,-60.3315,20.17,42,75,6.17,CA,1723219364
302,lata,40.1629,-8.3327,32.49,43,0,3.9,PT,1723219364
303,whitehorse,60.7161,-135.0538,18.43,59,20,6.17,CA,1723219365
304,aldinga beach,-35.2793,138.4604,9.49,84,16,1.59,AU,1723219365
305,sur,22.5667,59.5289,28.61,69,100,5.42,OM,1723219365
306,cabo san lucas,22.8909,-109.9124,32.09,51,47,3.58,MX,1723219140
307,manicore,-5.8092,-61.3003,38.71,18,8,1.93,BR,1723219365
308,ginir,7.1333,40.7,17.12,78,84,3.07,ET,1723219365
309,kutum,14.2,24.6667,27.54,53,99,2.5,SD,1723219366
310,vershino-darasunskiy,52.35,115.5167,13.01,68,19,0.82,RU,1723219366
311,weinan,34.5036,109.5089,27.37,53,94,3.31,CN,1723219366
312,hirara,24.8,125.2833,27.15,94,43,2.06,JP,1723219366
313,flin flon,54.7682,-101.865,16.91,59,75,2.06,CA,1723219367
314,ha tinh,18.3333,105.9,30.52,62,100,4.31,VN,1723219367
315,kailua-kona,19.6406,-155.9956,23.49,86,56,0.84,US,1723219206
316,vadso,70.0744,29.7487,21.09,49,0,3.6,NO,1723219367
317,zholymbet,51.7433,71.7122,13.43,97,100,8.09,KZ,1723219367
318,tromso,69.6496,18.957,16.01,77,75,6.69,NO,1723219367
319,gopalpur,19.2667,84.9167,28.23,85,100,2.89,IN,1723219368
320,nanpiao,41.0982,120.7479,23.46,88,100,2.54,CN,1723219368
321,alotau,-10.3069,150.4462,22.24,97,63,1.77,PG,1723219368
322,yonago,35.4333,133.3333,26.96,89,75,2.57,JP,1723219368
323,amursk,50.2261,136.8994,15.94,79,100,6.14,RU,1723219368
324,nazare da mata,-7.7417,-35.2278,29.32,46,89,5.82,BR,1723219368
325,skelleftea,64.7507,20.9528,22.22,77,20,5.14,SE,1723219369
326,atafu village,-8.5421,-172.5159,28.4,66,89,7.48,TK,1723219369
327,malabar,-33.9667,151.25,14.51,92,73,2.57,AU,1723219369
328,junction city,39.0286,-96.8314,21.59,59,75,2.06,US,1723219369
329,sao jose da coroa grande,-8.8978,-35.1478,26.0,58,74,4.58,BR,1723219369
330,kavaratti,10.5669,72.642,27.53,82,97,6.06,IN,1723219369
331,arenapolis,-14.4503,-56.8461,24.68,48,98,3.66,BR,1723219223
332,roma,43.2128,-75.4557,21.08,97,75,4.12,US,1723219370
333,linhares,-19.3911,-40.0722,30.17,39,0,3.27,BR,1723219360
334,manakara,-22.1333,48.0167,21.58,82,7,3.73,MG,1723219370
335,velika kladusa,45.1894,15.8117,31.13,35,41,2.14,BA,1723219370
336,marsa alam,25.0757,34.8918,33.88,46,12,2.65,EG,1723219370
337,kosikha,53.3617,84.5822,17.95,96,100,1.84,RU,1723219370
338,takehara,34.3383,132.9167,28.02,78,27,2.57,JP,1723219371
339,kuta,-8.7233,115.1723,25.97,89,20,6.69,ID,1723219371
340,ribas do rio pardo,-20.4431,-53.7592,10.99,86,100,5.52,BR,1723219372
341,carlsbad,33.1581,-117.3506,24.21,80,40,1.34,US,1723219253
342,san salvador,13.6894,-89.1872,22.92,88,20,1.54,SV,1723219328
343,biltine,14.5333,20.9167,28.62,64,100,3.36,TD,1723219372
344,garachico,28.7781,-17.7646,23.6,69,75,5.66,ES,1723219372
345,marang,5.2056,103.2059,26.3,86,6,3.8,MY,1723219372
346,new norfolk,-42.7826,147.0587,7.12,88,100,1.54,AU,1723219372
347,seward,40.907,-97.0989,16.64,72,100,1.34,US,1723219373
348,colonia,50.9333,6.95,25.81,65,20,5.66,DE,1723219274
349,as sulayyil,20.4607,45.5779,40.0,10,9,4.92,SA,1723219373
350,penzance,50.1186,-5.5371,18.62,82,20,5.14,GB,1723219373
351,puerto princesa,9.7392,118.7353,27.99,83,75,2.06,PH,1723219373
352,barentu,15.1139,37.5928,25.8,70,100,2.41,ER,1723219373
353,mildura,-34.2,142.15,9.6,75,100,3.24,AU,1723219374
354,revda,56.801,59.9303,10.83,79,21,1.56,RU,1723219374
355,santona,43.4439,-3.4576,23.84,74,9,3.97,ES,1723219374
356,antofagasta,-23.65,-70.4,18.02,65,10,4.67,CL,1723218766
357,holualoa,19.6228,-155.9522,21.42,87,59,0.73,US,1723219374
358,shenjiamen,29.9576,122.298,27.29,90,99,5.88,CN,1723219374
359,manggar,-2.8833,108.2667,27.68,79,18,6.62,ID,1723219374
360,sao joao da barra,-21.6403,-41.0511,24.08,68,0,6.26,BR,1723219375
361,lianhe,47.1333,129.2667,17.66,89,83,1.01,CN,1723219375
362,lashio,22.9333,97.75,20.66,99,67,0.68,MM,1723219375
363,smara,26.7384,-11.6719,41.84,14,43,8.04,EH,1723219376
364,palikir - national government center,6.9248,158.1611,27.93,69,42,1.82,FM,1723219376
365,bardai,11.65,7.2333,26.37,71,99,3.19,NG,1723219376
366,kimbe,-5.5502,150.1429,24.39,88,95,2.32,PG,1723219376
367,eenhana,-17.4667,16.3333,31.36,8,0,3.19,NA,1723219376
368,el bordo,2.117,-76.9821,27.99,57,62,0.78,CO,1723219376
369,undurkhaan,47.3194,110.6556,15.25,93,100,6.48,MN,1723219376
370,puerto aysen,-45.4,-72.7,6.43,100,100,1.78,CL,1723219377
371,choyr,46.3611,108.3611,14.42,90,100,8.75,MN,1723219377
372,constantia,44.1833,28.65,25.64,65,3,5.04,RO,1723219219
373,ust'-charyshskaya pristan',52.3934,83.6635,17.92,98,99,1.91,RU,1723219377
374,semenivka,52.1783,32.5818,22.74,49,100,2.4,UA,1723219377
375,nova sintra,14.8667,-24.7167,26.16,82,99,4.47,CV,1723219378
376,jinsha,32.0898,121.0735,28.89,45,100,2.88,CN,1723219378
377,bikenibeu village,1.3673,173.1241,27.98,78,40,1.54,KI,1723219378
378,kill devil hills,36.0307,-75.676,29.01,77,40,8.75,US,1723219378
379,idri,27.5,13.2667,42.2,8,2,1.79,LY,1723219221
380,bosobolo,4.1833,19.9,27.94,73,98,1.23,CD,1723219379
381,san luis de la loma,17.2706,-100.8939,29.52,72,100,1.69,MX,1723219379
382,auki,-8.7676,160.7034,24.43,92,97,1.31,SB,1723219379
383,divnogorsk,55.9594,92.3619,17.27,96,100,1.0,RU,1723219379
384,chipinge,-20.1883,32.6236,19.52,20,0,2.36,ZW,1723219379
385,kavieng,-2.5744,150.7967,27.56,75,88,0.19,PG,1723219379
386,la passe,45.5549,-0.8967,24.01,57,5,4.75,FR,1723219379
387,tuy hoa,13.0833,109.3,28.87,72,47,4.04,VN,1723219380
388,nema,57.5067,50.5011,16.9,65,89,3.79,RU,1723219380
389,vila velha,-20.3297,-40.2925,29.97,61,0,6.69,BR,1723219207
390,port blair,11.6667,92.75,28.02,89,20,1.03,IN,1723219380
391,dingzhou,38.5131,114.9956,24.15,97,95,1.76,CN,1723219229
392,kismayo,-0.3582,42.5454,25.05,83,90,7.19,SO,1723219380
393,karratha,-20.7377,116.8463,21.55,43,0,3.9,AU,1723219380
394,khandud,36.9513,72.318,22.45,22,0,3.44,AF,1723219381
395,kenai,60.5544,-151.2583,11.05,83,75,6.69,US,1723219381
396,nogliki,51.8333,143.1667,10.05,94,100,1.7,RU,1723219381
397,iskateley,67.6803,53.1512,14.74,66,10,3.89,RU,1723219381
398,acarau,-2.8856,-40.12,31.54,54,97,7.71,BR,1723219381
399,kananga,-5.8958,22.4178,33.99,13,48,1.74,CD,1723219381
400,yaren,-0.5472,166.916,27.95,74,100,2.4,NR,1723219382
401,tshabong,-26.05,22.45,17.45,25,0,3.11,BW,1723219382
402,ormara,25.2088,64.6357,28.49,86,100,5.91,PK,1723219382
403,arawa,-6.2132,155.5367,24.49,90,97,1.54,PG,1723219382
404,san ignacio,17.1561,-89.0714,27.08,78,100,0.0,BZ,1723219382
405,recani,31.2846,-4.2688,43.08,7,5,6.86,MA,1723219382
406,klyuchi,52.2667,79.1667,18.48,96,100,1.78,RU,1723219383
407,grand falls-windsor,48.9332,-55.6649,25.28,41,22,0.89,CA,1723219170
408,skovorodino,53.9833,123.9167,12.82,94,77,1.38,RU,1723219383
409,luena,-11.7833,19.9167,28.39,10,9,3.21,AO,1723219383
410,cidreira,-30.1811,-50.2056,10.72,64,72,8.47,BR,1723219291
411,paita,-5.0892,-81.1144,20.82,69,1,5.24,PE,1723219383
412,illizi,26.4833,8.4667,40.52,10,0,5.15,DZ,1723219384
413,goundam,16.4145,-3.6708,37.58,31,24,3.55,ML,1723219384
414,n'zeto,-7.2312,12.8666,22.58,74,67,4.97,AO,1723219384
415,iwanai,42.9744,140.5089,21.08,98,6,0.94,JP,1723219384
416,meadow lakes,61.6247,-149.6011,11.25,97,100,0.97,US,1723219384
417,bubaque,11.2833,-15.8333,26.52,85,76,8.49,GW,1723219384
418,misliyah,17.4599,42.5572,33.12,53,92,3.65,SA,1723219244
419,gazojak,41.1875,61.4036,33.22,21,0,3.98,TM,1723219262
420,burang,30.25,81.1667,11.34,75,85,2.17,CN,1723219385
421,stornoway,58.2093,-6.3865,13.98,88,75,6.69,GB,1723219385
422,remire-montjoly,4.9167,-52.2667,32.02,66,75,5.14,GF,1723219385
423,gannan,47.9147,123.5031,20.97,70,100,1.68,CN,1723219385
424,perry,37.2506,-83.1999,22.87,89,100,1.93,US,1723219385
425,lyubim,58.3625,40.6843,17.15,84,99,1.63,RU,1723219385
426,lospalos,-8.5186,127.0025,18.43,84,5,2.4,TL,1723219386
427,la'ie,21.6477,-157.9253,24.5,81,68,2.24,US,1723219386
428,sinabang,2.4803,96.3801,25.25,91,100,2.19,ID,1723219386
429,horseheads,42.167,-76.8205,24.11,88,100,6.17,US,1723219120
430,st. catharines,43.1668,-79.2496,23.19,97,100,2.57,CA,1723219117
431,dakhla,23.6848,-15.958,24.01,73,56,13.89,EH,1723219386
432,toretsk,48.3987,37.8479,27.87,29,33,2.65,UA,1723219387
433,tamanrasset,22.785,5.5228,35.95,9,0,2.06,DZ,1723219387
434,itubera,-13.7322,-39.1492,26.08,65,81,1.81,BR,1723219387
435,fort bragg,35.139,-79.006,27.12,88,40,3.6,US,1723219387
436,nieuw amsterdam,5.8833,-55.0833,31.01,70,40,3.09,SR,1723219387
437,arak,34.0917,49.6892,33.57,17,91,2.76,IR,1723219388
438,panajachel,14.7333,-91.15,18.25,89,100,1.13,GT,1723219237
439,okha,53.5739,142.9478,10.35,88,100,1.25,RU,1723219388
440,tanumah,27.1,44.1333,37.47,9,5,4.78,SA,1723219388
441,mata-utu,-13.2816,-176.1745,25.76,80,100,10.4,WF,1723219360
442,rosarito,32.3333,-117.0333,21.03,79,4,3.46,MX,1723219388
443,khorinsk,52.1657,109.7726,17.57,62,61,1.3,RU,1723219389
444,ailuk,10.2197,169.9797,27.81,80,82,6.0,MH,1723219389
445,howard springs,-12.497,131.047,17.21,85,6,1.49,AU,1723219389
446,broome,42.2506,-75.833,23.57,81,100,6.17,US,1723219389
447,taber,49.8167,-112.1518,15.0,77,43,1.03,CA,1723219217
448,kuching,1.55,110.3333,28.12,94,20,1.03,MY,1723219355
449,port lincoln,-34.7333,135.8667,11.09,81,3,1.13,AU,1723219390
450,dame-marie,18.5667,-74.4167,30.32,69,14,3.64,HT,1723219390
451,bandarbeyla,9.4942,50.8122,25.51,78,30,13.18,SO,1723219391
452,bhag,29.0415,67.8239,39.87,37,50,2.05,PK,1723219391
453,kyakhta,50.3508,106.4494,18.18,65,100,1.1,RU,1723219391
454,nev'yansk,57.4953,60.2112,10.87,79,70,1.05,RU,1723219391
455,wynyard,-41.0,145.7167,8.66,94,100,1.85,AU,1723219391
456,port shepstone,-30.7414,30.455,20.61,59,0,2.54,ZA,1723219391
457,guerrero negro,27.9769,-114.0611,22.75,65,0,6.44,MX,1723219368
458,kharp,66.8014,65.8081,12.65,70,83,2.72,RU,1723219392
459,egilsstadir,65.2653,-14.3948,8.95,87,100,2.57,IS,1723219392
460,enewetak,11.3474,162.3373,28.45,77,10,5.0,MH,1723219392
461,sibay,52.7181,58.6658,15.85,59,100,2.72,RU,1723219392
462,grand island,40.925,-98.342,17.97,69,0,2.57,US,1723219392
463,outokumpu,62.7269,29.0159,20.92,49,44,3.16,FI,1723219392
464,eyl,7.9803,49.8164,25.73,76,5,11.15,SO,1723219393
465,saint croix,17.7397,-64.7388,31.25,73,40,8.75,VI,1723219393
466,islamkot,24.6997,70.177,29.25,77,100,8.7,PK,1723219313
467,molde,62.7375,7.1591,18.91,68,75,2.06,NO,1723219149
468,salalah,17.0151,54.0924,25.05,94,100,3.09,OM,1723219393
469,san luis,-33.295,-66.3356,13.6,16,0,6.25,AR,1723219205
470,dellys,36.9172,3.9131,27.67,71,18,4.55,DZ,1723219393
471,stavyshche,50.4,29.5333,19.49,90,72,3.73,UA,1723219394
472,antsiranana,-12.2787,49.2917,25.42,61,20,8.23,MG,1723219394
473,mbandaka,0.0487,18.2603,28.79,54,35,1.5,CD,1723219394
474,ladario,-19.0047,-57.6017,13.16,76,100,5.14,BR,1723219394
475,demir kapija,41.405,22.2489,34.95,23,7,6.84,MK,1723219394
476,sa kaeo,13.75,102.3333,25.46,90,52,1.59,TH,1723219225
477,barkly west,-28.5354,24.5215,16.79,27,0,5.07,ZA,1723219394
478,parnarama,-5.6817,-43.0933,38.56,20,47,1.83,BR,1723219395
479,kupang,-10.1667,123.5833,25.32,78,4,3.6,ID,1723219395
480,olinda,-8.0089,-34.8553,28.85,54,40,6.69,BR,1723219039
481,svetlyy,54.675,20.1347,22.34,62,49,2.16,RU,1723219395
482,vorchdorf,48.0039,13.9212,27.16,53,72,2.11,AT,1723219395
483,karystos,38.0133,24.4161,30.81,39,0,3.63,GR,1723219395
484,heroica caborca,30.7167,-112.15,33.18,40,19,0.74,MX,1723219396
485,tofol,5.3248,163.0078,28.3,71,24,1.2,FM,1723219396
486,solnechnyy,50.7214,136.6319,14.08,94,100,2.26,RU,1723219396
487,traverse city,44.7631,-85.6206,21.66,64,0,0.45,US,1723219257
488,floriano,-6.7669,-43.0225,38.12,21,8,2.44,BR,1723219396
489,santo antonio do ica,-3.1022,-67.9397,35.76,39,21,1.24,BR,1723219396
490,mammoth lakes,37.6485,-118.9721,25.19,24,0,2.57,US,1723219397
491,kolyvan',55.3053,82.7391,16.26,87,100,2.77,RU,1723219397
492,turpan,42.9333,89.1667,34.44,20,1,1.92,CN,1723219397
493,vanino,49.0869,140.2543,13.79,83,99,1.21,RU,1723219397
494,hasaki,35.7333,140.8333,26.63,91,100,8.75,JP,1723219397
495,yuzhno-kurilsk,44.0306,145.8556,17.95,99,94,1.46,RU,1723219397
496,malanje,-9.5402,16.341,32.63,8,10,2.95,AO,1723219397
497,horn,51.8715,8.9451,20.43,91,92,7.45,DE,1723219398
498,lorengau,-2.0226,147.2712,26.99,80,95,2.43,PG,1723219398
499,lauro de freitas,-12.8944,-38.3272,27.01,69,40,6.17,BR,1723219252
500,laguna,38.421,-121.4238,21.1,69,0,2.57,US,1723219398
501,sandnessjoen,66.0217,12.6316,22.06,43,75,5.14,NO,1723219398
502,aleksandrov gay,50.147,48.5704,25.84,40,79,5.53,RU,1723219398
503,monte alegre,-2.0078,-54.0692,33.67,41,87,2.58,BR,1723219399
504,mala vyska,48.6431,31.6366,29.51,28,86,2.64,UA,1723219399
505,sidi khaled,34.387,4.9879,41.34,14,1,4.25,DZ,1723219399
506,arivonimamo,-19.0167,47.1833,14.63,69,8,3.99,MG,1723219399
507,pudozh,61.8099,36.5345,19.84,60,55,1.35,RU,1723219399
508,beaufort west,-32.3567,22.583,13.51,45,7,7.99,ZA,1723219399
509,yulinshi,38.2906,109.7494,23.96,42,1,9.8,CN,1723219285
510,suntar,62.1444,117.6319,17.19,67,51,0.53,RU,1723219400
511,san jose,37.3394,-121.895,14.86,88,100,2.06,US,1723219206
512,le port,-20.9373,55.2919,21.61,97,54,1.75,RE,1723219400
513,sayre,41.979,-76.5155,23.83,94,100,0.89,US,1723219119
514,hadibu,12.65,54.0333,26.75,70,12,6.64,YE,1723219400
515,san francisco de la paz,14.9,-86.2,24.56,87,100,1.57,HN,1723219401
516,la sarre,48.8002,-79.1996,20.36,85,75,3.09,CA,1723219401
517,al hadd,26.2456,50.6542,34.99,75,4,4.63,BH,1723219205
518,benjamin constant,-4.3831,-70.0311,32.03,58,0,2.57,BR,1723219317
519,vikhorevka,56.1201,101.1636,15.75,93,27,0.83,RU,1723219383
520,jimo,36.3897,120.4622,27.88,94,0,5.0,CN,1723219402
521,ulsteinvik,62.3432,5.8487,14.48,93,100,2.24,NO,1723219402
522,conduaga,8.862,117.4893,26.04,87,100,1.92,PH,1723219402
523,walvis bay,-22.9575,14.5053,17.84,57,0,10.52,NA,1723219402
524,kyosai,34.8503,128.5886,25.63,88,29,2.11,KR,1723219402
525,glencoe,-28.1783,30.147,19.95,8,0,4.66,ZA,1723219403
526,qulsary,46.9531,54.0198,29.53,35,11,8.72,KZ,1723219403
527,lambarene,-0.7001,10.2406,31.75,45,62,2.38,GA,1723219403
528,taiynsha,53.8478,69.7639,12.85,72,100,7.35,KZ,1723219403
529,riberalta,-10.9833,-66.1,17.11,94,100,6.17,BO,1723219403
530,thal,35.4791,72.2439,18.18,93,64,1.24,PK,1723219404
531,muynoq,43.7683,59.0214,29.34,31,3,1.67,UZ,1723219404
532,gorontalo,0.5412,123.0595,22.9,89,85,0.79,ID,1723219404
533,malvan,16.0667,73.4667,26.98,84,79,3.16,IN,1723219404
534,port saint john's,-31.6229,29.5448,22.38,50,0,3.81,ZA,1723219404
535,manokwari,-0.8667,134.0833,25.79,81,64,1.36,ID,1723219404
536,awjilah,29.1081,21.2869,38.75,16,0,4.99,LY,1723219405
537,hobyo,5.3505,48.5268,24.88,81,2,12.76,SO,1723219405
538,ca mau,9.1769,105.15,26.47,86,75,1.16,VN,1723219405
539,kasane,-17.8167,25.15,26.95,17,0,3.28,BW,1723219405
540,minas de marcona,-15.2119,-75.1103,14.71,64,53,6.88,PE,1723219405
541,karukh,34.4811,62.5863,28.99,28,0,12.68,AF,1723219405
542,wuwei,37.9281,102.6414,20.52,40,96,4.51,CN,1723219406
543,longboat key,27.4125,-82.659,33.38,68,0,6.17,US,1723219406
544,north bend,43.4065,-124.2243,15.95,88,100,3.09,US,1723219406
545,alo,6.5486,4.2686,27.26,66,96,4.9,NG,1723219406
546,horta,38.5333,-28.6333,26.12,80,20,2.57,PT,1723219406
547,lerwick,60.1545,-1.1494,13.74,81,68,11.07,GB,1723219406
548,youkounkoun,12.5333,-13.1333,29.2,80,81,2.86,GN,1723219406
549,puerto armuelles,8.2833,-82.8667,26.16,84,74,1.79,PA,1723219407
550,forster,-32.1667,152.5167,13.37,86,21,1.68,AU,1723219407
551,sangmelima,2.9333,11.9833,28.16,56,96,0.72,CM,1723219407
552,tadine,-21.55,167.8833,19.36,84,22,5.26,NC,1723219407
553,igarka,67.4667,86.5833,15.13,55,89,3.51,RU,1723219407
554,benghazi,32.1167,20.0667,29.24,68,0,7.37,LY,1723219408
555,viana do castelo,41.6932,-8.8329,24.14,62,8,7.11,PT,1723219408
556,were ilu,10.6,39.4333,13.81,80,28,2.09,ET,1723219408
557,chenaran,36.6455,59.1212,29.19,36,1,6.46,IR,1723219408
558,cradock,-32.1642,25.6192,14.69,42,16,8.6,ZA,1723219273
559,poronaysk,49.2167,143.1167,13.54,85,100,2.62,RU,1723219408
560,tazacorte,28.629,-17.9293,25.08,83,75,5.66,ES,1723219409
561,tailai,46.3833,123.4,23.87,68,100,3.06,CN,1723219409
562,ambon,-3.6954,128.1814,26.6,95,40,3.09,ID,1723219409
563,juan griego,11.0817,-63.9655,31.07,70,0,5.66,VE,1723219409
564,nekrasovskoye,57.6766,40.3657,17.94,94,20,1.0,RU,1723219410
565,tarawa,1.419,172.984,28.05,78,40,1.54,KI,1723219410
566,pitimbu,-7.4706,-34.8086,26.17,62,87,6.61,BR,1723219410
567,la paz,-16.5,-68.15,14.76,20,20,4.63,BO,1723219164
568,de aar,-30.6497,24.0123,12.11,49,4,8.26,ZA,1723219410
569,nemuro,43.3236,145.575,17.66,100,100,3.35,JP,1723219410
570,guangming,45.3333,122.7833,24.62,76,100,2.73,CN,1723219411
571,alaghsas,17.0187,8.0168,34.94,41,20,5.66,NE,1723219411
572,mugia,43.1041,-9.2179,22.08,73,0,8.64,ES,1723219411
573,badger,64.8,-147.5333,12.21,94,100,3.09,US,1723219411
574,queenstown,-31.8976,26.8753,14.51,39,2,9.22,ZA,1723219232
575,kangding,30.0513,101.9603,17.04,98,100,1.04,CN,1723219411
576,show low,34.2542,-110.0298,24.45,45,0,4.12,US,1723219411
577,lexington,37.9887,-84.4777,26.75,50,0,4.12,US,1723218817
578,saint-pierre,-21.3393,55.4781,20.82,68,0,1.03,RE,1723219412
579,trairi,-3.2778,-39.2689,29.68,57,47,7.64,BR,1723219227
580,vilhena,-12.7406,-60.1458,20.12,73,100,6.69,BR,1723219364
581,nuriootpa,-34.4833,139.0,7.38,77,84,1.67,AU,1723219412
582,iguape,-24.7081,-47.5553,16.65,93,100,5.44,BR,1723219412
583,majie,25.0333,102.6361,19.99,77,0,6.0,CN,1723219413
584,serov,59.6033,60.5787,14.18,71,100,1.45,RU,1723219413
585,buala,-8.145,159.5921,25.95,86,84,5.21,SB,1723219413
586,saint-philippe,-21.3585,55.7679,21.2,72,44,5.46,RE,1723219413
587,mejit,10.2753,170.8646,27.72,80,94,5.35,MH,1723219413
588,harstad,68.799,16.5293,15.9,86,99,5.36,NO,1723219413
589,tete,-16.1564,33.5867,32.86,24,0,3.13,MZ,1723219414
590,tommot,58.9564,126.2925,13.38,87,2,1.14,RU,1723219414
591,smithers,54.7804,-127.1743,15.18,72,20,1.03,CA,1723219382
